App,as_app_id,as_title,as_store,as_genres,as_primary_genre,as_content_rating,as_size,as_required_os_version,as_released,as_updated,as_version,as_price,as_free,as_score,as_reviews,as_current_version_score,as_current_version_reviews
Kawaii Easy Drawing : How to draw Step by Step,1639875485,Simply Draw: Learn to Draw,apple,Education,Education,4+,180215808,15.2,2022-11-15T08:00:00Z,2025-09-21T08:03:32Z,1.5.38,0.0,True,4.76419,249965,4.76419,249965
Tattoodo - Find your next tattoo,1057590314,Tattoodo - Your Next Tattoo,apple,"Lifestyle, Photo & Video",Lifestyle,17+,78959616,16.0,2016-03-08T12:36:54Z,2025-08-29T16:34:52Z,10.1.0,0.0,True,4.69367,7156,4.69367,7156
H&M,834465911,H&M,apple,"Shopping, Lifestyle",Shopping,4+,187020288,16.0,2018-07-07T08:41:17Z,2025-09-20T01:59:30Z,25.38.1,0.0,True,4.82254,199711,4.82254,199711
Samsung+,973895042,TV Cast for Samsung TV App,apple,"Photo & Video, Entertainment",Photo & Video,17+,36422656,12.0,2015-03-26T13:22:35Z,2025-02-26T17:49:08Z,3.8,0.0,True,3.80262,29202,3.80262,29202
Anime Avatar Creator: Make Your Own Avatar,1630343674,Neku: make avatar sticker,apple,"Entertainment, Social Networking",Entertainment,17+,196029440,15.0,2022-08-15T07:00:00Z,2025-09-24T07:56:10Z,1.610.12,0.0,True,4.652,78620,4.652,78620
Beautiful Design Birthday Cake,6473964435,Nothing Bundt Cakes,apple,"Food & Drink, Shopping",Food & Drink,4+,84898816,16.0,2024-05-20T07:00:00Z,2025-09-17T18:07:41Z,45.8.0,0.0,True,4.93933,72967,4.93933,72967
Pronunciation and know the name of the caller from his number,1216135390,Second Phone Number - 2Number,apple,"Utilities, Business",Utilities,4+,110941184,15.0,2017-06-15T15:03:37Z,2025-09-23T14:21:15Z,2.87,0.0,True,4.50814,120800,4.50814,120800
Super Slime Simulator - Satisfying Slime App,1375330146,Super Slime Simulator,apple,"Lifestyle, Simulation, Casual, Games",Lifestyle,4+,276945920,13.0,2018-04-28T00:45:34Z,2025-08-17T10:35:04Z,12.30,0.0,True,4.71319,378788,4.71319,378788
Caf - My Account,1339438881,COFE,apple,"Lifestyle, Food & Drink",Lifestyle,4+,161426432,14.0,2018-02-06T04:02:02Z,2025-08-10T18:07:50Z,7.3.2,0.0,True,4.70087,14619,4.70087,14619
H Pack,654810212,Freeletics: Workouts & Fitness,apple,"Health & Fitness, Lifestyle",Health & Fitness,4+,180031488,16.0,2013-06-26T02:12:26Z,2025-09-23T07:51:32Z,25.37.1,0.0,True,4.63657,21988,4.63657,21988
Family convenience store FamilyMart,921864548,Weee! #1 Asian Grocery App,apple,"Food & Drink, Shopping",Food & Drink,4+,172418048,15.0,2014-11-28T08:28:58Z,2025-09-23T10:23:30Z,20.29,0.0,True,4.78679,94809,4.78679,94809
w UN map,1541877062,MapChart App,apple,"Graphics & Design, Entertainment",Graphics & Design,4+,169895936,13.0,2020-12-01T08:00:00Z,2025-09-17T01:44:22Z,5.18.8,0.0,True,4.77023,4091,4.77023,4091
Official Matsumoto Kiyoshi application,1135177080,Feelings Diary - Mood Journal,apple,"Lifestyle, Utilities",Lifestyle,4+,73121792,10.0,2016-07-16T18:25:07Z,2021-08-04T17:24:34Z,5.11,0.0,True,4.72739,763,4.72739,763
Galaxy Gift,6451490156,Gift Galaxy AI: Gift Ideas,apple,"Lifestyle, Productivity",Lifestyle,4+,33053696,15.6,2023-07-21T07:00:00Z,2024-12-30T08:53:54Z,2.0,0.0,True,0.0,0,0.0,0
PASS by KT (formerly KT certified),1503631764,Tolls NY,apple,"Travel, Navigation",Travel,12+,86268928,16,2020-06-15T07:00:00Z,2025-09-26T02:02:57Z,3.9,0.0,True,4.75786,213006,4.75786,213006
Safety stepping stone,1522645864,SchoolPass,apple,Education,Education,4+,82805760,11,2020-08-11T07:00:00Z,2024-06-27T16:00:25Z,24.20.2,0.0,True,4.67199,3756,4.67199,3756
Rate Guide Bill Letter,563082328,Military Retirement,apple,"Finance, Reference",Finance,4+,2886656,15.0,2012-09-26T02:26:31Z,2025-09-09T20:16:56Z,2025.3,5.99,False,4.84976,12174,4.84976,12174
US Mission - buy gourmet movie KTV,694169089,atresplayer: Series y Noticias,apple,"Entertainment, Lifestyle",Entertainment,4+,155104256,12.0,2013-10-01T06:49:59Z,2025-09-17T08:08:15Z,4.25.0,0.0,True,4.88945,7563,4.88945,7563
OK cashbag [point of pleasure],559887125,Ibotta: Save & Earn Cash Back,apple,"Shopping, Lifestyle",Shopping,17+,145830912,16.1,2012-10-02T04:49:19Z,2025-09-24T14:22:57Z,6.305.0,0.0,True,4.79694,1886400,4.79694,1886400
JOANN - Crafts & Coupons,405383140,JOANN - Shopping & Crafts,apple,Shopping,Shopping,4+,75464704,13.0,2010-12-01T03:38:43Z,2025-06-07T02:23:16Z,8.1.5,0.0,True,4.78317,655987,4.78317,655987
MK eCatalog,493554468,Mary Kay® Interactive Catalog,apple,"Shopping, Lifestyle",Shopping,4+,233531392,15.6,2012-03-16T06:00:23Z,2025-09-24T20:32:42Z,9.1.2,0.0,True,4.8812,12879,4.8812,12879
Vaniday - Beauty Booking App,1297230801,Fresha for customers,apple,"Lifestyle, Health & Fitness",Lifestyle,4+,102325248,16.0,2017-12-03T16:04:46Z,2025-09-25T07:21:41Z,3.25.2,0.0,True,4.91159,32893,4.91159,32893
Fashion in Vogue,289380413,Vogue: Fashion & Shopping,apple,"Magazines & Newspapers, Entertainment",Magazines & Newspapers,12+,127643648,15.5,2019-02-12T08:00:00Z,2025-09-08T12:27:57Z,12.51.4,0.0,True,3.8241,1660,3.8241,1660
Mirror,379516970,Mirror ◎,apple,"Lifestyle, Photo & Video",Lifestyle,12+,55486464,11.0,2010-06-30T23:37:35Z,2024-05-30T14:42:14Z,3.3.1,0.0,True,4.6138,187855,4.6138,187855
StyleSeat,414313281,StyleSeat - Salon Appointments,apple,Lifestyle,Lifestyle,4+,80953344,14.0,2011-01-15T19:32:08Z,2025-09-22T19:59:36Z,150.5.0,0.0,True,4.91489,278097,4.91489,278097
Wedding Countdown Widget,939368917,Days • Event Countdown,apple,"Lifestyle, Travel",Lifestyle,4+,150167552,17.0,2015-02-17T08:00:00Z,2025-09-09T21:11:18Z,3.34,0.0,True,4.79736,9924,4.79736,9924
My Day - Countdown Calendar 🗓️,983258067,Countdown: Event Countdown,apple,"Productivity, Lifestyle",Productivity,4+,144555008,14.0,2015-04-16T09:21:13Z,2025-06-18T00:11:23Z,5.17,0.0,True,4.74599,22515,4.74599,22515
justWink Greeting Cards,1229268150,"CardSnacks: ecards, greetings",apple,"Lifestyle, Photo & Video",Lifestyle,4+,134553600,13.0,2017-08-11T21:15:10Z,2025-09-09T16:35:48Z,4.14,0.0,True,4.84675,56886,4.84675,56886
Wedding LookBook by The Knot,457941553,The Knot Wedding Planner,apple,"Lifestyle, Social Networking",Lifestyle,4+,423157760,17.0,2011-09-01T19:26:47Z,2025-09-22T15:04:03Z,4.57.0,0.0,True,4.86154,201492,4.86154,201492
Big Days - Events Countdown,940109775,Big Days - Events Countdown,apple,"Productivity, Lifestyle",Productivity,12+,69573632,13.0,2014-11-20T20:50:09Z,2025-07-05T17:49:15Z,9.8.4,0.0,True,4.59964,572,4.59964,572
"Wedding Planner by WeddingWire - Venues, Checklist",316565575,Wedding Planner by WeddingWire,apple,Lifestyle,Lifestyle,4+,102684672,13.0,2009-05-28T21:30:40Z,2025-09-17T13:53:10Z,9.22.5,0.0,True,4.83228,45390,4.83228,45390
Been Together (Ad) - D-day,921022358,Star Wars™: Galaxy of Heroes,apple,"Games, Strategy, Role Playing",Games,9+,225868800,12.0,2015-11-24T16:53:08Z,2025-07-28T17:25:58Z,0.37.0,0.0,True,4.59514,224801,4.59514,224801
WedMeGood - Wedding Planner,1043872365,WedMeGood - Wedding Planner,apple,"Lifestyle, Reference",Lifestyle,4+,110672896,15.0,2015-11-13T23:33:32Z,2025-09-12T21:30:31Z,5.3.7,0.0,True,4.62457,1457,4.62457,1457
DIY Garden Ideas,6443580320,GrowIt: Garden Planner,apple,"Lifestyle, Education",Lifestyle,4+,110949376,16.0,2022-11-03T07:00:00Z,2025-09-05T01:32:38Z,1.34,0.0,True,4.65705,9430,4.65705,9430
Brit + Co,1564391728,Brit Bassett Co,apple,"Shopping, Lifestyle",Shopping,9+,51528704,15.1,2021-04-28T07:00:00Z,2025-09-19T19:11:16Z,4.1.0,0.0,True,5.0,2,5.0,2
Creative Ideas - DIY & Craft,856367925,Creative Ideas -DIY & Craft,apple,"Lifestyle, Education",Lifestyle,4+,23304192,9.0,2017-06-19T21:14:01Z,2019-03-12T08:57:19Z,1.7,0.0,True,4.57171,502,4.57171,502
Homestyler Interior Design & Decorating Ideas,601137449,Homestyler-3D Home Decor,apple,"Lifestyle, Games, Trivia, Word",Lifestyle,4+,225354752,12.0,2013-04-11T08:43:43Z,2025-09-15T22:46:32Z,11.7.0,0.0,True,4.42844,5520,4.42844,5520
Wheretoget: Shop in style,358821736,Urban Outfitters,apple,"Shopping, Lifestyle",Shopping,12+,167673856,17.0,2010-03-06T02:45:58Z,2025-09-25T18:35:53Z,25.10.2,0.0,True,4.87198,525701,4.87198,525701
My Dressing - Fashion closet,1061302787,Grailed – Buy & Sell Fashion,apple,"Shopping, Lifestyle",Shopping,17+,307547136,16.0,2015-12-17T20:09:22Z,2025-09-23T14:21:30Z,7.57.0,0.0,True,4.82552,124061,4.82552,124061
Chictopia,1425052954,TourApp,apple,"Travel, Lifestyle",Travel,4+,10770432,9.0,2018-08-29T11:42:16Z,2018-11-20T00:06:12Z,1.0.4,0.0,True,0.0,0,0.0,0
Scarf Fashion Designer,1061302787,Grailed – Buy & Sell Fashion,apple,"Shopping, Lifestyle",Shopping,17+,307547136,16.0,2015-12-17T20:09:22Z,2025-09-23T14:21:30Z,7.57.0,0.0,True,4.82552,124061,4.82552,124061
Zara,547951480,ZARA,apple,"Shopping, Lifestyle",Shopping,4+,170800128,15.1,2012-08-01T17:21:46Z,2025-09-18T17:18:37Z,17.4.2,0.0,True,4.81616,353099,4.81616,353099
Real Estate by Movoto,537795977,Movoto | Real Estate,apple,"Lifestyle, Productivity",Lifestyle,4+,129955840,16.0,2012-07-02T18:48:48Z,2025-04-24T14:16:19Z,15.7,0.0,True,4.79585,54127,4.79585,54127
Etta Homes,665910228,Etta Homes,apple,Lifestyle,Lifestyle,4+,121186304,16.0,2013-07-02T20:09:01Z,2025-07-10T23:46:55Z,13.1.5,0.0,True,4.79166,7603,4.79166,7603
Houlihan Lawrence,1599341673,Houlihan Lawrence,apple,"Lifestyle, Navigation",Lifestyle,4+,69773312,14.0,2023-10-03T07:00:00Z,2023-11-21T18:03:42Z,6.300.231121,0.0,True,4.86842,38,4.86842,38
Home Scouting® MLS Mobile,327962480,"Redfin: Buy, Sell & Rent Homes",apple,"Lifestyle, Business",Lifestyle,4+,176657408,17.0,2009-08-31T07:00:00Z,2025-09-25T22:28:39Z,594.0.0.28979,0.0,True,4.80476,1507571,4.80476,1507571
Housing-Real Estate & Property,288487321,Trulia Real Estate & Rentals,apple,"Lifestyle, Finance",Lifestyle,4+,114267136,17.0,2019-02-12T08:00:00Z,2025-09-02T16:29:39Z,17.4,0.0,True,4.81715,1404345,4.81715,1404345
ZipRealty Real Estate & Homes,306423353,Homes.com Real Estate Search,apple,"Lifestyle, Productivity",Lifestyle,4+,463578112,16.0,2009-03-01T17:25:07Z,2025-09-15T18:36:30Z,17.1.1,0.0,True,4.74325,43135,4.74325,43135
Sotheby's International Realty,1447132658,Sotheby's International Realty,apple,"Business, Lifestyle",Business,12+,10120192,13.0,2019-05-29T16:23:18Z,2024-10-03T17:50:59Z,1.3,0.0,True,1.46667,75,1.46667,75
Zoopla Property Search UK - Home to buy & rent,380932800,Zoopla home property search UK,apple,"Lifestyle, Finance",Lifestyle,4+,64332800,15,2010-07-19T07:00:00Z,2025-09-18T07:43:53Z,7.33.0,0.0,True,4.7919,4080,4.7919,4080
Neighborhoods & Apartments,319836632,Apartments.com Rental Finder,apple,"Lifestyle, Business",Lifestyle,4+,93159424,16.0,2009-06-20T18:15:22Z,2025-09-15T20:41:29Z,12.4.1,0.0,True,4.8554,441132,4.8554,441132
Keller Williams Real Estate,652512924,KW Real Estate,apple,Lifestyle,Lifestyle,4+,157300736,12.0,2013-07-23T02:58:08Z,2025-09-23T00:08:52Z,9.26.0,0.0,True,4.76689,62601,4.76689,62601
Relax Rain ~ Rain Sounds,1347615913,Rain Sounds - Relax and Focus,apple,"Music, Health & Fitness",Music,4+,98579456,10.0,2018-03-08T01:40:00Z,2018-06-01T23:50:19Z,1.0.3,0.0,True,4.52177,1148,4.52177,1148
Relax Ocean ~ Nature Sounds,590198818,Ocean Wave Sounds for Sleep,apple,"Lifestyle, Music",Lifestyle,4+,52304896,16.0,2013-01-24T23:31:08Z,2024-01-04T20:44:00Z,17.0.1,0.0,True,4.67811,6527,4.67811,6527
Bed Time Fan - White Noise Sleep Sounds,1083248251,White Noise Deep Sleep Sounds,apple,"Health & Fitness, Medical",Health & Fitness,4+,225725440,12.0,2016-02-17T19:28:38Z,2025-09-24T05:15:52Z,3.39.0,0.0,True,4.80109,191986,4.80109,191986
Nature Sounds,478687481,Rain Rain Sleep Sounds,apple,"Health & Fitness, Medical",Health & Fitness,4+,105272320,12.0,2011-11-12T04:07:24Z,2025-01-22T16:58:20Z,6.9.10,0.0,True,4.84645,130449,4.84645,130449
SleepyTime: Bedtime Calculator,320606217,Sleep Cycle - Tracker & Sounds,apple,"Health & Fitness, Lifestyle",Health & Fitness,4+,415750144,15.0,2009-07-23T23:52:39Z,2025-09-22T06:52:16Z,6.25.37,0.0,True,4.64248,12755,4.64248,12755
White Noise Baby,1083248251,White Noise Deep Sleep Sounds,apple,"Health & Fitness, Medical",Health & Fitness,4+,225725440,12.0,2016-02-17T19:28:38Z,2025-09-24T05:15:52Z,3.39.0,0.0,True,4.80109,191986,4.80109,191986
White Noise ~ Sleeping Sounds,292987597,White Noise Lite,apple,"Health & Fitness, Productivity",Health & Fitness,4+,87097344,13.0,2008-10-16T00:49:33Z,2025-06-10T18:38:18Z,8.1.2,0.0,True,4.82706,254898,4.82706,254898
"Journey - Diary, Journal",1300202543,"Journey - Diary, Journal",apple,"Lifestyle, Productivity",Lifestyle,4+,224989184,18.2,2017-11-29T09:42:33Z,2025-09-24T00:29:16Z,5.6.2,0.0,True,4.64551,4962,4.64551,4962
7 Day Food Journal Challenge,1164976477,AteMate Food Journal (Ate),apple,"Health & Fitness, Food & Drink",Health & Fitness,12+,198590464,13.0,2017-02-16T14:48:59Z,2025-09-20T04:49:31Z,4.0.1,0.0,True,4.79151,10058,4.79151,10058
ROBLOX,431946152,Roblox,apple,"Games, Entertainment, Action, Adventure",Games,12+,226081792,13.0,2011-05-26T20:51:47Z,2025-09-25T16:50:32Z,2.692.841,0.0,True,4.53193,15612155,4.53193,15612155
Subway Surfers,512939461,Subway Surfers,apple,"Games, Action, Casual, Entertainment",Games,9+,342191104,13.0,2012-05-24T07:00:00Z,2025-09-22T07:07:45Z,3.52.2,0.0,True,4.65123,3480461,4.65123,3480461
Candy Crush Saga,553834731,Candy Crush Saga,apple,"Games, Entertainment, Puzzle, Casual",Games,4+,325058560,12.0.0,2012-11-14T14:41:32Z,2025-09-24T07:29:44Z,1.312.1.1,0.0,True,4.70801,3737555,4.70801,3737555
Solitaire,359917414,Solitaire,apple,"Games, Board, Card",Games,12+,405464064,13.0,2010-03-18T21:33:47Z,2025-08-27T21:13:48Z,9.1.6,0.0,True,4.72968,1980700,4.72968,1980700
Bubble Shooter,604044220,Bubble Shooter: Pop & Blast,apple,"Games, Entertainment, Casual, Puzzle",Games,4+,234688512,15.5,2013-02-22T02:17:29Z,2025-08-25T23:08:32Z,119.0,0.0,True,4.52648,337752,4.52648,337752
Hello Kitty Nail Salon,949737354,Hello Kitty Nail Salon,apple,"Entertainment, Games, Family",Entertainment,4+,231499776,13.0,2015-02-05T08:00:00Z,2025-08-20T15:03:17Z,2025.3.0,0.0,True,4.54094,100842,4.54094,100842
slither.io,1091944550,slither.io,apple,"Games, Action, Entertainment, Casual",Games,4+,78260224,12.0,2016-03-25T17:01:46Z,2025-08-19T13:45:17Z,2.2.6,0.0,True,3.69583,1463,3.69583,1463
Clash Royale,1053012308,Clash Royale,apple,"Games, Strategy, Entertainment, Action",Games,9+,1004822528,14.0,2016-03-02T07:25:45Z,2025-08-21T13:15:58Z,11.548.4,0.0,True,4.59361,3189101,4.59361,3189101
Temple Run 2,572395608,Temple Run 2: Endless Escape,apple,"Games, Adventure, Entertainment, Action",Games,9+,240621568,13.0,2013-01-17T08:00:00Z,2025-09-20T18:32:30Z,1.125.0,0.0,True,4.49868,484637,4.49868,484637
Pou,575154654,Pou,apple,"Games, Family, Simulation",Games,4+,40581120,12.0,2012-11-26T19:41:27Z,2025-02-04T22:09:52Z,1.4.123,1.99,False,4.35534,3754,4.35534,3754
Helix Jump,1345968745,Helix Jump,apple,"Games, Action, Casual",Games,12+,322300928,14.0,2018-02-10T17:33:15Z,2025-09-17T10:52:29Z,5.20.7,0.0,True,4.59351,1506054,4.59351,1506054
Block Puzzle,1515874052,Block Puzzle - Brain Test Game,apple,"Games, Entertainment, Puzzle, Casual",Games,4+,95893504,12.0,2020-06-17T07:00:00Z,2025-07-24T18:06:28Z,4.8,0.0,True,4.71089,1030020,4.71089,1030020
Angry Birds Rio,880047117,Angry Birds 2,apple,"Games, Action, Puzzle",Games,4+,740158464,13.0,2015-07-30T06:29:53Z,2025-09-23T06:24:09Z,5.0.1,0.0,True,4.62809,1454378,4.62809,1454378
Plants vs. Zombies FREE,893677096,Plants vs. Zombies™,apple,"Games, Puzzle, Action",Games,9+,166048768,13.0,2014-11-13T21:47:44Z,2025-08-25T09:40:46Z,3.11.0,0.0,True,4.8202,853784,4.8202,853784
Sonic Dash,582654048,Sonic Dash: Fun Endless Runner,apple,"Games, Entertainment, Action, Casual",Games,4+,341187584,13.0,2013-03-07T08:00:00Z,2025-09-25T11:18:42Z,8.13.0,0.0,True,4.68258,414604,4.68258,414604
Candy Crush Soda Saga,850417475,Candy Crush Soda Saga,apple,"Games, Casual, Puzzle",Games,4+,534889472,12.2,2014-11-11T09:57:44Z,2025-09-17T11:06:48Z,1.302.3,0.0,True,4.71628,730392,4.71628,730392
Zombie Hunter King,1353325015,Zombie Hunter King,apple,"Games, Action, Casual, Entertainment",Games,12+,90488832,9.0,2018-07-05T06:14:29Z,2021-03-09T18:17:20Z,1.0.18,0.0,True,4.51667,120,4.51667,120
Clash of Clans,529479190,Clash of Clans,apple,"Games, Action, Entertainment, Strategy",Games,9+,559384576,12.0,2012-08-02T08:24:58Z,2025-09-22T14:07:51Z,17.360.42,0.0,True,4.75767,2672052,4.75767,2672052
Kick the Buddy,1278869953,Kick the Buddy,apple,"Games, Action, Casual",Games,12+,285332480,13.0,2017-11-02T10:05:05Z,2025-09-17T08:15:28Z,1.23.5,0.0,True,4.5884,1039694,4.5884,1039694
Block Puzzle Classic Legend !,1466197423,Qblock: Wood Block Puzzle Game,apple,"Games, Board, Puzzle, Entertainment",Games,12+,329912320,15.0,2019-06-20T23:52:34Z,2025-08-21T07:41:42Z,4.24.4,0.0,True,4.72499,429866,4.72499,429866
PAC-MAN,1002340615,PAC-MAN 256 - Arcade Run,apple,"Games, Action, Casual",Games,4+,143326208,11.0,2015-08-19T08:47:30Z,2023-11-29T13:53:31Z,2.1.0,0.0,True,4.64968,19254,4.64968,19254
Super Jim Jump - pixel 3d,1195736053,Super Jim Jump:  Classic Platform Game,apple,"Games, Casual, Adventure, Entertainment",Games,4+,204953600,8.0,2017-01-21T06:40:27Z,2017-07-18T01:36:14Z,1.3.3020,0.0,True,4.62159,806,4.62159,806
8 Ball Pool,543186831,8 Ball Pool™,apple,"Games, Entertainment, Sports, Simulation",Games,4+,202296320,13.0,2013-02-27T19:38:23Z,2025-09-22T08:05:49Z,56.12.2,0.0,True,4.75185,4485535,4.75185,4485535
Magic Tiles 3,1443446174,Magic Tiles 3: Piano Game,apple,"Games, Music, Casual, Music",Games,4+,522704896,15.6,2018-12-15T08:55:33Z,2025-09-22T07:43:55Z,12.093.022,0.0,True,4.56389,596729,4.56389,596729
Bubble Witch 3 Saga,1095254858,Bubble Witch 3 Saga,apple,"Games, Puzzle",Games,4+,626008064,12.0.0,2017-01-11T08:54:36Z,2025-09-22T08:36:58Z,10.6.4.0,0.0,True,4.66506,105341,4.66506,105341
Word Search,1602508478,Word Search Explorer®,apple,"Games, Word, Puzzle",Games,4+,301251584,13.0,2023-02-11T08:00:00Z,2025-09-23T12:49:59Z,1.122,0.0,True,4.95749,645226,4.95749,645226
Granny,1323957120,Granny,apple,"Games, Casual",Games,12+,333560832,11.0,2017-12-12T03:11:14Z,2022-11-24T22:15:42Z,1.8,0.0,True,4.35195,95994,4.35195,95994
Angry Birds Classic,555936735,Angry Birds Friends,apple,"Games, Casual, Puzzle, Entertainment",Games,4+,241957888,13.0,2013-05-02T11:25:38Z,2025-09-11T14:45:45Z,13.5.1,0.0,True,4.63227,125278,4.63227,125278
Flow Free,526641427,Flow Free,apple,"Games, Entertainment, Puzzle, Board",Games,4+,71483392,12.0,2012-06-07T00:44:26Z,2025-02-20T20:07:56Z,4.8,0.0,True,4.78566,369841,4.78566,369841
Race the Traffic Moto,1180899852,Moto Rider GO: Highway Traffic,apple,"Games, Racing, Simulation",Games,4+,156411904,7.0,2017-03-01T10:09:00Z,2017-11-22T07:25:19Z,1.2,0.0,True,4.5125,80,4.5125,80
Fishdom,664575829,Fishdom,apple,"Games, Puzzle, Entertainment, Casual",Games,4+,276524032,12.0,2015-12-10T03:20:41Z,2025-09-18T11:37:56Z,9.2.3,0.0,True,4.63971,1128481,4.63971,1128481
Galaxy Attack: Alien Shooter,1176011642,Galaxy Attack: Alien Shooter,apple,"Games, Casual, Action",Games,9+,360009728,15.0,2016-11-15T01:06:30Z,2025-09-24T01:23:43Z,5.14.6,0.0,True,4.71889,622160,4.71889,622160
Zombie Tsunami,529652920,Zombie Tsunami,apple,"Games, Entertainment, Action, Casual",Games,9+,280786944,12.0,2012-05-31T07:00:00Z,2025-06-12T06:24:34Z,4.6.4,0.0,True,4.46347,11060,4.46347,11060
Bubble Shooter 2,604044220,Bubble Shooter: Pop & Blast,apple,"Games, Entertainment, Casual, Puzzle",Games,4+,234688512,15.5,2013-02-22T02:17:29Z,2025-08-25T23:08:32Z,119.0,0.0,True,4.52648,337752,4.52648,337752
Barbie™ Fashion Closet,1296796112,Barbie Dreamhouse Adventures,apple,"Entertainment, Education",Entertainment,4+,544501760,13.0,2018-08-04T10:10:00Z,2025-08-18T12:25:08Z,2025.6.0,0.0,True,4.38957,499588,4.38957,499588
Candy Crush Jelly Saga,1047246341,Candy Crush Jelly Saga,apple,"Games, Puzzle, Casual",Games,4+,397902848,12.0.0,2016-01-06T21:41:24Z,2025-09-11T09:42:22Z,4.4.0.0,0.0,True,4.51316,47391,4.51316,47391
Hill Climb Racing,564540143,Hill Climb Racing,apple,"Games, Action, Racing, Entertainment",Games,12+,175765504,12.0,2012-11-08T23:57:05Z,2025-06-18T13:47:00Z,1.66.0,0.0,True,4.60135,102548,4.60135,102548
Gardenscapes,1105855019,Gardenscapes,apple,"Games, Entertainment, Puzzle, Casual",Games,4+,307118080,12.0,2016-08-25T04:13:46Z,2025-09-15T11:31:03Z,9.0.7,0.0,True,4.68626,1638224,4.68626,1638224
Marble - Temple Quest,1573755134,Marble Master,apple,"Games, Entertainment, Casual, Puzzle",Games,12+,363394048,13.0,2022-09-27T07:00:00Z,2025-09-20T00:03:41Z,12.802.215,0.0,True,4.70432,113938,4.70432,113938
Shooting King,1216518974,Shooting King !,apple,"Games, Sports, Entertainment, Casual",Games,12+,225655808,13.0,2017-04-25T01:30:20Z,2025-08-19T01:42:44Z,1.6.10,0.0,True,4.50911,878,4.50911,878
Zombie Catchers,845918296,Zombie Catchers : Hunt & sell,apple,"Games, Adventure, Action",Games,12+,163122176,13.0,2014-10-29T07:00:00Z,2025-09-25T07:24:08Z,1.57.2,0.0,True,4.64641,21067,4.64641,21067
Minion Rush: Despicable Me Official Game,596402997,Minion Rush: Running game,apple,"Games, Entertainment, Casual, Family",Games,9+,1245412352,13.0,2013-06-13T07:00:00Z,2025-09-25T14:51:07Z,12.3.0,0.0,True,4.58183,270611,4.58183,270611
Farm Heroes Saga,608206510,Farm Heroes Saga,apple,"Games, Entertainment, Puzzle, Casual",Games,4+,355606528,12.0.0,2014-01-02T14:32:08Z,2025-09-15T03:06:05Z,6.73.14,0.0,True,4.57667,93833,4.57667,93833
Geometry Dash World,1112307917,Geometry Dash World,apple,"Games, Music, Casual, Entertainment",Games,4+,248145920,13.0,2016-12-21T21:53:35Z,2025-02-04T14:34:19Z,2.21.6,0.0,True,4.47869,63549,4.47869,63549
My Talking Angela,909351158,My Talking Angela,apple,"Games, Simulation, Entertainment, Family",Games,4+,505407488,13.0,2014-12-03T18:05:28Z,2025-09-25T11:00:17Z,25.4.2,0.0,True,4.36252,354440,4.36252,354440
Cut the Rope FULL FREE,735945527,Cut the Rope: Time Travel,apple,"Games, Entertainment, Puzzle, Action",Games,4+,171658240,9.0,2013-12-11T10:51:29Z,2021-12-16T18:33:59Z,1.18.0,0.0,True,4.78075,31484,4.78075,31484
Sniper 3D Gun Shooter: Free Shooting Games - FPS,930574573,Sniper 3D: Gun Shooting Games,apple,"Games, Action, Casual, Entertainment",Games,17+,448070656,13.0,2014-11-10T08:00:00Z,2025-09-24T19:46:43Z,6.2.0,0.0,True,4.74836,3157701,4.74836,3157701
Cooking Fever,714796093,Cooking Fever: Restaurant Game,apple,"Games, Entertainment, Casual, Strategy",Games,4+,275251200,13.0,2014-08-19T16:50:31Z,2025-09-08T03:08:37Z,25.0.0,0.0,True,4.49021,306085,4.49021,306085
Toon Blast,1176027022,Toon Blast,apple,"Games, Casual, Puzzle",Games,4+,425351168,13.0,2017-08-15T08:15:03Z,2025-09-25T10:56:26Z,19465,0.0,True,4.7184,2660798,4.7184,2660798
Score! Hero,847492141,Score! Hero,apple,"Games, Action, Sports, Sports",Games,12+,220348416,15.0,2015-08-05T20:30:14Z,2025-09-25T13:37:45Z,4.20,0.0,True,4.65994,344198,4.65994,344198
Toy Blast,890378044,Toy Blast,apple,"Games, Casual, Puzzle",Games,4+,452994048,13.0,2015-01-06T16:16:02Z,2025-09-24T13:26:37Z,21630,0.0,True,4.70901,1159128,4.70901,1159128
Miraculous Ladybug & Cat Noir - The Official Game,1300500620,Miraculous Ladybug & Cat Noir,apple,"Games, Racing, Family, Entertainment",Games,12+,417608704,13,2018-04-24T19:27:45Z,2025-08-27T09:35:25Z,5.9.56,0.0,True,4.68076,190433,4.68076,190433
Wordscapes,1207472156,Wordscapes,apple,"Games, Education, Word, Puzzle",Games,12+,411687936,13.0,2017-06-14T14:39:50Z,2025-09-17T21:10:03Z,3.3.0,0.0,True,4.82527,1008901,4.82527,1008901
Garena Free Fire,1300146617,Free Fire x NARUTO SHIPPUDEN,apple,"Games, Adventure, Action",Games,12+,1447844864,11.0,2017-12-08T03:42:29Z,2025-07-30T03:30:05Z,1.114.1,0.0,True,3.96383,318278,3.96383,318278
Bowmasters,1118431695,Bowmasters - Multiplayer Games,apple,"Games, Action, Casual, Entertainment",Games,12+,552543232,13.0,2016-08-17T20:18:21Z,2025-09-24T14:33:01Z,9.3.1,0.0,True,4.54219,1927959,4.54219,1927959
My Talking Tom,657500465,My Talking Tom,apple,"Games, Simulation, Role Playing, Entertainment",Games,4+,562141184,13.0,2013-11-13T07:52:07Z,2025-09-18T08:00:07Z,25.4.2,0.0,True,4.34029,345547,4.34029,345547
