App,as_app_id,as_title,as_store,as_genres,as_primary_genre,as_content_rating,as_size,as_required_os_version,as_released,as_updated,as_version,as_price,as_free,as_score,as_reviews,as_current_version_score,as_current_version_reviews
Colors of white in Urdu,1060422293,Rekhta: World of Urdu poetry,apple,"Reference, Entertainment",Reference,12+,75748352,14.0,2017-01-09T17:55:44Z,2025-09-18T19:11:36Z,5.0.2,0.0,True,4.82165,2097,4.82165,2097
Selfie Camera Photo Editor & Filter & Sticker,443354861,Camera360-Selfie Editor,apple,"Photo & Video, Entertainment",Photo & Video,4+,473050112,13.0,2011-06-22T05:17:58Z,2025-07-03T02:00:32Z,10.02.21,0.0,True,4.66496,14449,4.66496,14449
Wrinkles and rejuvenation,1558414615,Mimika: Face Yoga & Exercise,apple,"Health & Fitness, Lifestyle",Health & Fitness,4+,203533312,15.0,2021-04-30T07:00:00Z,2025-07-22T11:24:18Z,1.10.5,0.0,True,4.48719,1172,4.48719,1172
Eyes Makeup Beauty Tips,1434594204,Prêt à Makeup,apple,"Graphics & Design, Lifestyle",Graphics & Design,4+,301735936,17.5,2019-02-22T23:34:33Z,2025-09-24T22:17:42Z,2.9.2,0.0,True,4.4177,37735,4.4177,37735
Photo Editor 2018,530957470,Photo Editоr,apple,"Graphics & Design, Photo & Video",Graphics & Design,4+,166903808,13.0,2012-06-12T00:03:52Z,2025-09-25T10:35:57Z,10.1.7,0.0,True,4.6761,16141,4.6761,16141
Step By Step Eyes Makeup Tutorial,1434594204,Prêt à Makeup,apple,"Graphics & Design, Lifestyle",Graphics & Design,4+,301735936,17.5,2019-02-22T23:34:33Z,2025-09-24T22:17:42Z,2.9.2,0.0,True,4.4177,37735,4.4177,37735
Beauty Camera - Selfie Camera,1437880869,SODA - Natural Beauty Camera,apple,"Photo & Video, Lifestyle",Photo & Video,4+,235264000,15.0,2018-10-20T08:07:59Z,2025-09-04T10:29:57Z,9.3.15,0.0,True,4.75096,10661,4.75096,10661
Girls Hairstyles,1173935284,Girls Hairstyles - Cute Hairstyles for Girls,apple,"Lifestyle, Entertainment",Lifestyle,4+,7721984,8.0,2016-11-09T20:45:33Z,2016-11-09T20:45:33Z,1.0,0.0,True,3.84615,26,3.84615,26
Mirror Camera (Mirror + Selfie Camera),431471943,@Mirror,apple,"Lifestyle, Health & Fitness",Lifestyle,4+,115701760,11.0,2011-04-27T01:22:55Z,2020-03-26T08:32:53Z,4.6,0.0,True,4.61965,7877,4.61965,7877
Beauty Tips - Beauty Tips in Sinhala,393328150,Sephora US: Makeup & Skincare,apple,"Shopping, Lifestyle",Shopping,12+,251621376,15.0,2010-09-30T04:14:11Z,2025-09-12T11:13:47Z,25.18,0.0,True,4.88628,424690,4.88628,424690
Haircut Tutorials/Haircut Videos,1534118321,Haircut Master Fade Barber 3D,apple,"Games, Family, Casual",Games,4+,365752320,12.0,2020-10-01T07:00:00Z,2023-09-08T02:10:56Z,1.60,0.0,True,4.57927,6270,4.57927,6270
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",393328150,Sephora US: Makeup & Skincare,apple,"Shopping, Lifestyle",Shopping,12+,251621376,15.0,2010-09-30T04:14:11Z,2025-09-12T11:13:47Z,25.18,0.0,True,4.88628,424690,4.88628,424690
Manicure - nail design,492114299,Nail Designs - Manicures & Art,apple,"Lifestyle, Entertainment",Lifestyle,4+,52657152,18.5,2012-01-06T22:59:21Z,2025-08-27T15:58:43Z,5.02,0.0,True,3.95838,2499,3.95838,2499
"Sticker Camera - Selfie Filters, Beauty Camera",443354861,Camera360-Selfie Editor,apple,"Photo & Video, Entertainment",Photo & Video,4+,473050112,13.0,2011-06-22T05:17:58Z,2025-07-03T02:00:32Z,10.02.21,0.0,True,4.66496,14449,4.66496,14449
Filters for B Live,1325756279,Prequel: Photo & Video Editor,apple,"Photo & Video, Entertainment",Photo & Video,4+,268067840,15.0,2018-03-29T04:36:29Z,2025-09-04T11:50:09Z,2.80.0,0.0,True,4.74491,323302,4.74491,323302
Skin Care and Natural Beauty,561930308,Ulta Beauty: Makeup & Skincare,apple,"Shopping, Lifestyle",Shopping,4+,232596480,17.6,2012-11-11T05:28:36Z,2025-09-23T13:49:36Z,10.5,0.0,True,4.87146,2008507,4.87146,2008507
Facial Wrinkle Reduction,1485950159,Face Exercises,apple,"Health & Fitness, Reference",Health & Fitness,12+,120371200,11.0,2019-11-30T08:00:00Z,2023-10-02T05:47:40Z,1.4.21,0.0,True,4.39393,3988,4.39393,3988
Makeup Videos,1149994032,Facetune: Video & Photo Editor,apple,"Photo & Video, Lifestyle",Photo & Video,4+,467260416,17.0,2016-11-24T23:31:38Z,2025-09-21T12:14:00Z,3.104,0.0,True,4.61975,346587,4.61975,346587
"Secrets of beauty, youth and health",419188556,Vitacost,apple,"Shopping, Health & Fitness",Shopping,4+,33829888,13.4,2011-04-28T15:56:39Z,2025-09-10T15:11:42Z,7.4.0,0.0,True,4.80782,46041,4.80782,46041
Recipes and tips for losing weight,1079999103,Mealime Meal Plans & Recipes,apple,"Food & Drink, Health & Fitness",Food & Drink,4+,63213568,15.6,2016-02-24T03:26:11Z,2025-08-21T09:45:27Z,4.21.10,0.0,True,4.81383,53219,4.81383,53219
Discover Color,6498941931,Vivaldi Color Analysis,apple,"Lifestyle, Shopping",Lifestyle,4+,2842624,16.0,2024-05-01T07:00:00Z,2025-04-03T00:56:42Z,1.2.52,0.0,True,4.31224,1675,4.31224,1675
Eyeliner step by step 2018,1434594204,Prêt à Makeup,apple,"Graphics & Design, Lifestyle",Graphics & Design,4+,301735936,17.5,2019-02-22T23:34:33Z,2025-09-24T22:17:42Z,2.9.2,0.0,True,4.4177,37735,4.4177,37735
Dresses Ideas & Fashions +3000,1130649335,Azazie:Shop Bridesmaid Dresses,apple,"Shopping, Lifestyle",Shopping,4+,99288064,15.6,2016-09-02T15:23:26Z,2025-09-18T01:51:59Z,4.9.4,0.0,True,4.83023,14113,4.83023,14113
"Lady adviser (beauty, health)",1297230801,Fresha for customers,apple,"Lifestyle, Health & Fitness",Lifestyle,4+,102325248,16.0,2017-12-03T16:04:46Z,2025-09-25T07:21:41Z,3.25.2,0.0,True,4.91159,32893,4.91159,32893
Step By Step Hairstyles For Women,764595159,Perfect Hairstyle and Hair Cut,apple,"Lifestyle, Entertainment",Lifestyle,4+,154335232,14.0,2013-12-08T23:31:12Z,2025-09-13T10:22:18Z,10.6,0.0,True,4.18182,15433,4.18182,15433
Rainbow Camera,1422471180,Dazz Cam - Vintage Camera,apple,Photo & Video,Photo & Video,4+,134568960,15.6,2018-08-17T17:24:46Z,2025-09-21T03:37:19Z,2.10,0.0,True,4.75643,95305,4.75643,95305
Methods of teeth whitening,504156800,Teeth Whitener AI Photo Editor,apple,"Photo & Video, Lifestyle",Photo & Video,4+,681039872,15.0,2012-02-25T04:03:47Z,2025-07-07T21:10:28Z,5.1.2,0.0,True,4.69984,683,4.69984,683
Girls hairstyles 2018,764595159,Perfect Hairstyle and Hair Cut,apple,"Lifestyle, Entertainment",Lifestyle,4+,154335232,14.0,2013-12-08T23:31:12Z,2025-09-13T10:22:18Z,10.6,0.0,True,4.18182,15433,4.18182,15433
Wattpad 📖 Free Books,306310789,Wattpad - Read & Write Stories,apple,"Books, Entertainment",Book,17+,229455872,15.0,2009-03-08T08:00:00Z,2025-09-23T00:03:40Z,11.15.1,0.0,True,4.66689,704961,4.66689,704961
E-Book Read - Read Book for free,1357465979,"iReader-Story, Novel & E-book",apple,"Books, Magazines & Newspapers",Book,12+,107559936,12.4,2018-06-30T01:10:00Z,2024-09-19T08:30:26Z,10.8.41,0.0,True,4.77773,40300,4.77773,40300
Download free book with green book,416454511,eBook Search - download books,apple,Books,Book,12+,27556864,15.0,2011-09-22T03:16:39Z,2024-02-13T16:43:23Z,3.15,0.0,True,4.52521,3431,4.52521,3431
Wikipedia,324715238,Wikipedia,apple,"Reference, Education",Reference,4+,157989888,16.6,2009-08-17T22:47:11Z,2025-09-15T14:05:33Z,7.8.2,0.0,True,4.35832,5654,4.35832,5654
Amazon Kindle,302584613,Amazon Kindle,apple,Books,Book,12+,182419456,16.0,2009-03-04T08:00:00Z,2025-09-25T03:23:45Z,7.42.1,0.0,True,4.8571,5281450,4.8571,5281450
Cool Reader,1296870631,"Epub Reader -read epub,chm,txt",apple,"Books, Utilities",Book,4+,65667072,12.0,2017-10-19T00:28:33Z,2024-12-16T04:31:36Z,1.19,0.0,True,4.53751,9570,4.53751,9570
Dictionary - Merriam-Webster,399452287,Merriam-Webster Dictionary,apple,"Reference, Books",Reference,4+,220325888,15.0,2010-12-14T15:50:44Z,2025-05-12T05:48:27Z,5.8.3,0.0,True,4.80661,302287,4.80661,302287
NOOK: Read eBooks & Magazines,373582546,Barnes & Noble NOOK,apple,"Books, News",Book,4+,178519040,16.0,2010-05-27T04:14:05Z,2025-09-16T18:30:17Z,6.8.3,0.0,True,4.73562,115246,4.73562,115246
Free Panda Radio Music,1566586505,FM Radio App,apple,"Music, Entertainment",Music,4+,87600128,15.0,2021-05-19T07:00:00Z,2025-08-27T11:19:00Z,4.1.38,0.0,True,4.65665,20280,4.65665,20280
Book store,1627205148,NovelFlow: Unlimited Books,apple,"Books, Magazines & Newspapers",Book,17+,166757376,15.0,2022-06-06T07:00:00Z,2025-09-25T02:55:25Z,3.0.7,0.0,True,4.55607,5386,4.55607,5386
FBReader: Favorite Book Reader,302584613,Amazon Kindle,apple,Books,Book,12+,182419456,16.0,2009-03-04T08:00:00Z,2025-09-25T03:23:45Z,7.42.1,0.0,True,4.8571,5281450,4.8571,5281450
English Grammar Complete Handbook,488099900,LearnEnglish Grammar (UK ed.),apple,"Education, Reference",Education,4+,102660096,12.0,2012-03-19T04:54:32Z,2024-08-15T08:29:32Z,4.4.3,0.0,True,4.69604,39365,4.69604,39365
Free Books - Spirit Fanfiction and Stories,1627205148,NovelFlow: Unlimited Books,apple,"Books, Magazines & Newspapers",Book,17+,166757376,15.0,2022-06-06T07:00:00Z,2025-09-25T02:55:25Z,3.0.7,0.0,True,4.55607,5386,4.55607,5386
Google Play Books,400989007,Google Play Books & Audiobooks,apple,"Books, Reference",Book,4+,88590336,17.0,2010-12-06T17:46:27Z,2025-09-12T14:05:32Z,25.9.0,0.0,True,4.43152,9580,4.43152,9580
AlReader -any text book reader,1487572960,NaturalReader - Text To Speech,apple,"Productivity, Education",Productivity,4+,39171072,15.0,2020-08-10T07:00:00Z,2025-08-26T13:23:15Z,9.20,0.0,True,4.55133,7043,4.55133,7043
Offline English Dictionary,978674211,Oxford Dictionary,apple,"Reference, Education",Reference,4+,110791680,14.0,2015-06-26T07:50:37Z,2025-08-19T15:06:38Z,15.18,0.0,True,4.62423,26303,4.62423,26303
Oxford Dictionary of English : Free,308750436,Dictionary.com: English Words,apple,"Reference, Education",Reference,4+,32317440,16.0,2009-04-07T07:00:00Z,2025-08-04T14:24:43Z,12.0.5,0.0,True,4.78476,327730,4.78476,327730
Offline: English to Tagalog Dictionary,399452287,Merriam-Webster Dictionary,apple,"Reference, Books",Reference,4+,220325888,15.0,2010-12-14T15:50:44Z,2025-05-12T05:48:27Z,5.8.3,0.0,True,4.80661,302287,4.80661,302287
Spanish English Translator,414706506,Google Translate,apple,"Reference, Travel",Reference,4+,260252672,16.0,2011-02-08T18:59:55Z,2025-09-22T16:20:22Z,9.18.323,0.0,True,4.29896,80595,4.29896,80595
FamilySearch Tree,885982973,FamilySearch Tree,apple,"Reference, Lifestyle",Reference,4+,183580672,17.0,2014-07-15T07:00:00Z,2025-09-24T21:09:30Z,5.2.6,0.0,True,4.84002,453918,4.84002,453918
Cloud of Books,466446054,CloudLibrary,apple,"Books, Reference",Book,4+,166654976,15.0,2011-10-03T23:56:55Z,2025-08-12T14:11:51Z,5.12.2,0.0,True,4.75027,223938,4.75027,223938
Recipes of Prophetic Medicine for free,398436747,Fooducate: Nutrition Coach,apple,"Health & Fitness, Food & Drink",Health & Fitness,4+,239410176,13.0,2010-11-04T01:40:59Z,2025-09-22T02:59:16Z,7.23,0.0,True,4.64821,77179,4.64821,77179
ReadEra – free ebook reader,1436687796,Manobook: My Good Story Reader,apple,"Books, Magazines & Newspapers",Book,17+,63026176,13.0,2018-11-21T13:08:42Z,2025-09-11T15:43:27Z,8.0.8,0.0,True,4.60323,34216,4.60323,34216
NOOK App for NOOK Devices,349275540,Files - File Manager & Browser,apple,"Productivity, Utilities",Productivity,17+,35601408,14.5,2010-01-08T00:00:58Z,2025-06-24T22:46:31Z,8.3.1,0.0,True,4.70134,11686,4.70134,11686
Anonymous caller detection,448142450,Truecaller: Premium Caller ID,apple,"Utilities, Productivity",Utilities,4+,182107136,16.0,2012-03-28T21:20:44Z,2025-09-22T11:12:28Z,14.35,0.0,True,4.45099,246114,4.45099,246114
Ebook Reader,302584613,Amazon Kindle,apple,Books,Book,12+,182419456,16.0,2009-03-04T08:00:00Z,2025-09-25T03:23:45Z,7.42.1,0.0,True,4.8571,5281450,4.8571,5281450
Litnet - E-books,1357465979,"iReader-Story, Novel & E-book",apple,"Books, Magazines & Newspapers",Book,12+,107559936,12.4,2018-06-30T01:10:00Z,2024-09-19T08:30:26Z,10.8.41,0.0,True,4.77773,40300,4.77773,40300
Read books online,364709193,Apple Books,apple,"Books, Entertainment",Book,12+,11704320,10.0,2010-04-02T04:36:45Z,2025-09-15T17:58:10Z,5.2,0.0,True,4.38528,65122,4.38528,65122
English to Urdu Dictionary,1088565927,English to Urdu - Dictionary,apple,"Books, Education",Book,4+,42681344,14.0,2016-03-11T03:32:57Z,2025-05-30T13:06:46Z,2.3,0.0,True,4.23529,17,4.23529,17
eBoox: book reader fb2 epub zip,1489172068,eBoox - fb2 ePub book reader,apple,"Books, Productivity",Book,4+,185329664,9.0,2019-12-23T08:00:00Z,2025-09-18T14:04:15Z,2.20,0.0,True,4.76288,2775,4.76288,2775
English Persian Dictionary,522027459,Persian Dictionary - Dict Box,apple,"Reference, Education",Reference,9+,169428992,11.0,2012-05-01T18:25:32Z,2024-07-16T10:25:20Z,12.14.40,0.0,True,4.78988,83882,4.78988,83882
Flybook,1541374122,The Flybook,apple,Business,Business,4+,24332288,11.0,2020-12-09T08:00:00Z,2022-08-11T12:21:35Z,1.0.220810,0.0,True,2.0,11,2.0,11
All Maths Formulas,1668966787,All Maths Formulas app,apple,"Education, Reference",Education,4+,33490944,14.0,2023-02-08T08:00:00Z,2025-04-12T07:42:37Z,3.0,0.0,True,0.0,0,0.0,0
Ancestry,349554263,Ancestry: Family History & DNA,apple,"Reference, Productivity",Reference,12+,520572928,17.0,2010-01-19T03:17:36Z,2025-09-22T13:12:00Z,17.18.1,0.0,True,4.78484,525802,4.78484,525802
HTC Help,1226629284,Protection 360™,apple,Utilities,Utilities,4+,88790016,15.0,2017-05-05T11:56:57Z,2025-08-21T01:52:11Z,3.442.0,0.0,True,4.5448,49389,4.5448,49389
English translation from Bengali,399280635,Bangla Dictionary ++,apple,"Books, Education",Book,4+,109085696,13.0,2010-10-28T23:08:53Z,2021-06-28T21:53:07Z,21.1.0,0.0,True,4.58938,6551,4.58938,6551
Pdf Book Download - Read Pdf Book,469337564,Adobe Acrobat Reader: Edit PDF,apple,"Business, Productivity",Business,4+,467379200,17.0,2011-10-17T07:00:00Z,2025-09-25T22:42:33Z,25.09.00,0.0,True,4.67539,554768,4.67539,554768
Free Book Reader,1627205148,NovelFlow: Unlimited Books,apple,"Books, Magazines & Newspapers",Book,17+,166757376,15.0,2022-06-06T07:00:00Z,2025-09-25T02:55:25Z,3.0.7,0.0,True,4.55607,5386,4.55607,5386
eBoox new: Reader for fb2 epub zip books,1489172068,eBoox - fb2 ePub book reader,apple,"Books, Productivity",Book,4+,185329664,9.0,2019-12-23T08:00:00Z,2025-09-18T14:04:15Z,2.20,0.0,True,4.76288,2775,4.76288,2775
"Only 30 days in English, the guideline is guaranteed",1435063223,Lawfully Case Tracker,apple,"Utilities, Productivity",Utilities,4+,206840832,15.6,2019-01-27T20:13:44Z,2025-09-22T01:27:15Z,5.9.3,0.0,True,4.80715,142475,4.80715,142475
Moon+ Reader,1296870631,"Epub Reader -read epub,chm,txt",apple,"Books, Utilities",Book,4+,65667072,12.0,2017-10-19T00:28:33Z,2024-12-16T04:31:36Z,1.19,0.0,True,4.53751,9570,4.53751,9570
SH-02J Owner's Manual (Android 8.0),1541592138,Learn Japanese Kanji: Benkyō,apple,"Education, Reference",Education,4+,160370688,15.0,2020-12-30T08:00:00Z,2025-09-12T22:49:55Z,2.5,0.0,True,4.75064,2727,4.75064,2727
English-Myanmar Dictionary,1035153899,Eng-Mm Dictionary,apple,"Reference, Education",Reference,4+,92123136,10.0,2015-09-10T18:19:02Z,2023-01-25T20:38:53Z,1.4.2,0.0,True,4.53216,964,4.53216,964
Golden Dictionary (EN-AR),399452287,Merriam-Webster Dictionary,apple,"Reference, Books",Reference,4+,220325888,15.0,2010-12-14T15:50:44Z,2025-05-12T05:48:27Z,5.8.3,0.0,True,4.80661,302287,4.80661,302287
All Language Translator Free,306752957,Translate Free - Language Translator & Dictionary,apple,"Travel, Reference",Travel,4+,29793280,8.0,2009-03-10T14:53:27Z,2017-04-12T22:08:20Z,3.4.0,0.0,True,4.71136,13349,4.71136,13349
Azpen eReader,302584613,Amazon Kindle,apple,Books,Book,12+,182419456,16.0,2009-03-04T08:00:00Z,2025-09-25T03:23:45Z,7.42.1,0.0,True,4.8571,5281450,4.8571,5281450
URBANO V 02 instruction manual,686373726,Japan Travel - Smart Transit,apple,"Navigation, Travel",Navigation,4+,252889088,16.0,2013-10-18T04:35:53Z,2025-09-26T01:06:26Z,10.8.1,0.0,True,4.71,2400,4.71,2400
English Dictionary - Offline,308750436,Dictionary.com: English Words,apple,"Reference, Education",Reference,4+,32317440,16.0,2009-04-07T07:00:00Z,2025-08-04T14:24:43Z,12.0.5,0.0,True,4.78476,327730,4.78476,327730
Visual Voicemail by MetroPCS,318698524,Google Voice,apple,Productivity,Productivity,4+,176322560,18.0,2010-11-16T19:14:42Z,2025-09-19T18:26:55Z,25.37,0.0,True,4.30327,60790,4.30327,60790
Indeed Job Search,309735670,Indeed Job Search,apple,"Business, Utilities",Business,4+,248197120,16.0,2009-06-08T04:59:49Z,2025-09-22T01:31:26Z,280.0,0.0,True,4.7847,3604386,4.7847,3604386
Uber Driver,1131342792,Uber - Driver: Drive & Deliver,apple,"Business, Navigation",Business,4+,548155392,17.0,2016-10-18T19:07:11Z,2025-09-22T21:14:10Z,4.533.10001,0.0,True,4.45417,639900,4.45417,639900
ADP Mobile Solutions,444553167,ADP Mobile Solutions,apple,"Business, Finance",Business,4+,158493696,16.4,2011-07-13T14:01:08Z,2025-09-19T03:00:35Z,25.38.0,0.0,True,4.71371,3947578,4.71371,3947578
Snag - Jobs Hiring Now,333188676,Snagajob - Jobs Hiring Now,apple,Business,Business,4+,36471808,15.0,2009-11-03T22:02:38Z,2025-09-12T11:27:21Z,7.5.0,0.0,True,4.72495,138445,4.72495,138445
Docs To Go™ Free Office Suite,842842640,Google Docs,apple,"Productivity, Business",Productivity,4+,305206272,16.0,2014-04-30T16:02:23Z,2025-09-22T13:50:24Z,1.2025.38103,0.0,True,4.78807,2798447,4.78807,2798447
Google My Business,881599038,Google Analytics,apple,"Business, Productivity",Business,4+,81103872,15.0,2014-07-17T23:22:15Z,2025-07-09T22:59:48Z,4.13.6414,0.0,True,4.63199,5239,4.63199,5239
OfficeSuite : Free Office + PDF Editor,924005506,MobiOffice docs & PDF editor,apple,"Business, Productivity",Business,4+,224739328,17.0,2014-10-25T04:50:10Z,2025-09-23T11:16:48Z,12.10,0.0,True,4.70753,42709,4.70753,42709
USPS MOBILE®,339597578,USPS Mobile®,apple,"Business, Utilities",Business,4+,20929536,17.0,2009-12-03T04:50:12Z,2025-02-28T03:38:41Z,5.36.42,0.0,True,4.77677,1573154,4.77677,1573154
Job Search by ZipRecruiter,541933937,ZipRecruiter Job Search,apple,"Business, Lifestyle",Business,4+,78410752,16.0,2013-12-29T05:05:27Z,2025-09-17T23:48:06Z,125.0,0.0,True,4.86197,536553,4.86197,536553
Curriculum vitae App CV Builder Free Resume Maker,1047522998,Resume Builder⁺,apple,"Business, Productivity",Business,4+,50542592,14.0,2016-01-23T17:40:14Z,2025-05-27T19:34:31Z,4.5.6,0.0,True,4.82283,58169,4.82283,58169
Google Primer,881599038,Google Analytics,apple,"Business, Productivity",Business,4+,81103872,15.0,2014-07-17T23:22:15Z,2025-07-09T22:59:48Z,4.13.6414,0.0,True,4.63199,5239,4.63199,5239
Alba Heaven - Alvarez Job Portal Services,1580658663,randstad: jobs for workers,apple,Business,Business,4+,100379648,13.4,2021-11-12T08:00:00Z,2025-09-07T23:58:32Z,7.1.0,0.0,True,4.77053,7827,4.77053,7827
SuperLivePro,1058758642,SuperLive Plus,apple,"Business, Social Networking",Business,4+,129896448,12.1,2016-02-22T19:20:01Z,2025-09-25T05:04:13Z,1.16.5,0.0,True,3.87354,15799,3.87354,15799
Facebook Pages Manager,514643583,Meta Business Suite,apple,"Business, Social Networking",Business,4+,268607488,15.1,2012-05-22T00:21:31Z,2025-09-24T18:23:43Z,460.0,0.0,True,4.67234,422123,4.67234,422123
OfficeSuite Pro + PDF (Trial),364901807,Documents: File Manager & Docs,apple,"Productivity, Business",Productivity,17+,457869312,16.0,2010-04-01T20:43:11Z,2025-09-17T10:32:10Z,8.17.10,0.0,True,4.80227,603460,4.80227,603460
My Space - Employment Center,981800298,Ark of War: Aim for the cosmos,apple,"Games, Role Playing, Entertainment, Strategy",Games,12+,221743104,11.0,2016-03-30T01:24:23Z,2025-09-16T02:27:10Z,4.28.0,0.0,True,4.15299,8020,4.15299,8020
Box,290853822,Box: The Content Cloud,apple,"Productivity, Business",Productivity,4+,252390400,17.0,2019-02-12T08:00:00Z,2025-09-25T10:57:23Z,5.47.2,0.0,True,4.76504,188690,4.76504,188690
Polaris Office for LG,698070860,Polaris Office - PDF & Docs,apple,"Productivity, Business",Productivity,4+,242613248,13.0,2013-12-14T01:13:30Z,2025-09-17T08:50:12Z,9.8.19,0.0,True,4.42898,2450,4.42898,2450
Call Blocker,777875529,Verizon Call Filter,apple,"Utilities, Productivity",Utilities,4+,97399808,13.4,2017-06-22T13:28:16Z,2025-08-18T13:34:44Z,17.9,0.0,True,4.68932,243968,4.68932,243968
Jobs in Alabama - Jobs in Alba,548295291,AL.com: Alabama Football,apple,"Sports, News",Sports,4+,88907776,15.0,2012-08-10T21:54:58Z,2025-09-17T20:13:21Z,4.4.43,0.0,True,4.82078,6283,4.82078,6283
Square Point of Sale - POS,335393788,Square Point of Sale (POS),apple,"Business, Finance",Business,4+,1021613056,16.0,2010-04-03T04:42:05Z,2025-09-24T21:44:38Z,6.78,0.0,True,4.81222,563679,4.81222,563679
Plugin:AOT v5.0,979401801,Browser and Documents Manager,apple,"Utilities, Business",Utilities,17+,42122240,10.0,2016-02-20T10:32:32Z,2019-03-25T09:40:08Z,2.6,0.0,True,4.63718,123240,4.63718,123240
Kariyer.net,574794931,Kariyer.net job search,apple,"Business, Utilities",Business,4+,142056448,15.0,2012-11-08T18:20:18Z,2025-09-17T07:31:01Z,8.11.1,0.0,True,4.5956,999,4.5956,999
SEEK Job Search,309735670,Indeed Job Search,apple,"Business, Utilities",Business,4+,248197120,16.0,2009-06-08T04:59:49Z,2025-09-22T01:31:26Z,280.0,0.0,True,4.7847,3604386,4.7847,3604386
Become a Job - Find a job or advertise,309735670,Indeed Job Search,apple,"Business, Utilities",Business,4+,248197120,16.0,2009-06-08T04:59:49Z,2025-09-22T01:31:26Z,280.0,0.0,True,4.7847,3604386,4.7847,3604386
ZOOM Cloud Meetings,546505307,Zoom Workplace,apple,"Business, Productivity",Business,4+,351843328,15.0,2012-08-15T07:00:00Z,2025-09-15T18:03:46Z,6.6.0,0.0,True,4.64902,3016811,4.64902,3016811
Easy Installer - Apps On SD,979401801,Browser and Documents Manager,apple,"Utilities, Business",Utilities,17+,42122240,10.0,2016-02-20T10:32:32Z,2019-03-25T09:40:08Z,2.6,0.0,True,4.63718,123240,4.63718,123240
Facebook Ads Manager,964397083,Meta Ads Manager,apple,"Business, Social Networking",Business,4+,95269888,15.1,2015-02-24T12:36:14Z,2025-09-25T17:51:08Z,446.0,0.0,True,4.47192,40083,4.47192,40083
"IndiaMART: Search Products, Buy, Sell & Trade",668561641,IndiaMART: Buy & Sell Products,apple,"Business, Shopping",Business,12+,160898048,15.6,2014-04-18T03:53:02Z,2025-09-24T05:13:07Z,13.5.6,0.0,True,4.29157,3049,4.29157,3049
ViettelPost express delivery,1440565902,be - Multi-Service Platform,apple,"Navigation, Travel",Navigation,4+,288637952,13.0,2018-12-16T05:37:48Z,2025-09-19T04:22:06Z,3.6.151,0.0,True,4.83668,6270,4.83668,6270
MyASUS - Service Center,500929525,MyASUS,apple,Productivity,Productivity,4+,45860864,13.0,2012-02-22T22:06:30Z,2025-04-09T04:26:04Z,4.00.48,0.0,True,4.20497,644,4.20497,644
Job Korea - Career Jobs,589698942,Glassdoor | Jobs & Community,apple,"Business, Productivity",Business,17+,94831616,16.0,2013-01-11T01:31:30Z,2025-09-18T08:15:20Z,12.12.0,0.0,True,4.76455,707627,4.76455,707627
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",1436462309,JobGet: Search and Apply Fast,apple,Business,Business,4+,110076928,15.0,2019-02-25T04:19:15Z,2025-05-28T15:59:21Z,7.73.0,0.0,True,4.71584,10547,4.71584,10547
Myanmar 2D/3D,6446555600,2D3D Thailand,apple,Utilities,Utilities,4+,67130368,12.0,2023-04-10T07:00:00Z,2023-07-02T16:08:52Z,1.0.4,0.0,True,4.55307,179,4.55307,179
Quick PDF Scanner + OCR FREE,1291962681,Scanner ·,apple,"Business, Utilities",Business,4+,81673216,15.0,2017-10-05T07:21:24Z,2025-08-28T10:03:31Z,2.10.6,0.0,True,4.731,216557,4.731,216557
sABN,6449258793,Straight Arrow News | SAN,apple,"News, Magazines & Newspapers",News,12+,66068480,15.1,2023-08-04T07:00:00Z,2025-09-25T10:11:23Z,2.0.39,0.0,True,4.6742,4512,4.6742,4512
ATI Cargoes and Transportation,494386102,TQL Carrier Dashboard,apple,Business,Business,4+,48765952,16.0,2012-02-28T09:05:03Z,2025-09-24T02:00:23Z,10.0.0,0.0,True,4.9389,45021,4.9389,45021
Secure Folder,6740326416,Secure Folder : Private Vault,apple,Utilities,Utilities,4+,90224640,15.6,2025-03-28T07:00:00Z,2025-06-04T02:14:03Z,4.0,0.0,True,4.64179,67,4.64179,67
UPS Mobile,336377331,UPS,apple,"Business, Productivity",Business,4+,224744448,17.0,2009-10-29T03:14:23Z,2025-08-21T18:09:16Z,10.20.1,0.0,True,4.55591,581999,4.55591,581999
Y! Mobile menu,1545086676,Menu Maker: Design Creator,apple,"Food & Drink, Photo & Video",Food & Drink,4+,188477440,15.0,2021-01-22T08:00:00Z,2024-05-22T17:54:29Z,1.31.3,0.0,True,4.7716,2535,4.7716,2535
SignEasy | Sign and Fill PDF and other Documents,381786507,Signeasy－Sign Documents App,apple,"Productivity, Business",Productivity,12+,238559232,16.0,2010-07-20T16:12:05Z,2025-09-12T09:57:51Z,18.0.0,0.0,True,4.85784,33412,4.85784,33412
Genius Scan - PDF Scanner,377672876,Scanner App: Genius Scan,apple,"Business, Productivity",Business,4+,61124608,15.0,2010-06-22T07:04:27Z,2025-09-22T09:04:07Z,8.3,0.0,True,4.90048,1262332,4.90048,1262332
Tiny Scanner - PDF Scanner App,595563753,PDF Scanner App - Tiny Scanner,apple,"Business, Productivity",Business,4+,213683200,15.0,2013-01-31T21:11:16Z,2025-08-30T01:13:16Z,8.9.1,0.0,True,4.81747,160554,4.81747,160554
